WKT,Coordinates,Route Name,Route Number,,,
POINT (120.9931562 14.5667781),14.5667781,120.9931562,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9912239 14.5707375),14.5707375,120.9912239,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9891633 14.5744369),14.5744369,120.9891633,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9861704 14.5796728),14.5796728,120.9861704,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9861756 14.5796599),14.5796599,120.9861756,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9843027 14.5829937),14.5829937,120.9843027,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9836295 14.5841727),14.5841727,120.9836295,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.982708 14.5858156),14.5858156,120.982708,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9823405 14.5864125),14.5864125,120.9823405,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.978918 14.5937901),14.5937901,120.978918,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9805223 14.5946218),14.5946218,120.9805223,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9842414 14.5996218),14.5996218,120.9842414,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9845561 14.6011355),14.6011355,120.9845561,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9882105 14.6056133),14.6056133,120.9882105,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9896023 14.6068196),14.6068196,120.9896023,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9916143 14.608647),14.608647,120.9916143,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9925826 14.609653),14.609653,120.9925826,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9934678 14.6104872),14.6104872,120.9934678,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9973703 14.614017),14.614017,120.9973703,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9995557 14.6160096),14.6160096,120.9995557,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9952863 14.6121412),14.6121412,120.9952863,West Ave-Vito Cruz via Quezon Avenue,117,,
POINT (120.9843716 14.599518),14.599518,120.9843716,Roosevelt Ave. - Quiapo,118,,
POINT (120.9874227 14.6051642),14.6051642,120.9874227,Roosevelt Ave. - Quiapo,118,,
POINT (120.9882875 14.6054905),14.6054905,120.9882875,Roosevelt Ave. - Quiapo,118,,
POINT (120.9896725 14.6067496),14.6067496,120.9896725,Roosevelt Ave. - Quiapo,118,,
POINT (120.9915702 14.6084353),14.6084353,120.9915702,Roosevelt Ave. - Quiapo,118,,
POINT (120.9935606 14.6104023),14.6104023,120.9935606,Roosevelt Ave. - Quiapo,118,,
POINT (120.9954001 14.6120792),14.6120792,120.9954001,Roosevelt Ave. - Quiapo,118,,
POINT (120.997462 14.6139511),14.6139511,120.997462,Roosevelt Ave. - Quiapo,118,,
POINT (120.9996523 14.6159331),14.6159331,120.9996523,Roosevelt Ave. - Quiapo,118,,
POINT (121.0013753 14.6174906),14.6174906,121.0013753,Roosevelt Ave. - Quiapo,118,,
POINT (121.0012959 14.617598),14.617598,121.0012959,Roosevelt Ave. - TM Kalaw,119,,
POINT (120.9995535 14.6160043),14.6160043,120.9995535,Roosevelt Ave. - TM Kalaw,119,,
POINT (120.9973722 14.6140181),14.6140181,120.9973722,Roosevelt Ave. - TM Kalaw,119,,
POINT (120.9952823 14.6121371),14.6121371,120.9952823,Roosevelt Ave. - TM Kalaw,119,,
POINT (120.9934664 14.6104843),14.6104843,120.9934664,Roosevelt Ave. - TM Kalaw,119,,
POINT (120.9916148 14.6086421),14.6086421,120.9916148,Roosevelt Ave. - TM Kalaw,119,,
POINT (120.9896014 14.6068211),14.6068211,120.9896014,Roosevelt Ave. - TM Kalaw,119,,
POINT (120.9882151 14.6056099),14.6056099,120.9882151,Roosevelt Ave. - TM Kalaw,119,,
POINT (120.9845606 14.6011384),14.6011384,120.9845606,Roosevelt Ave. - TM Kalaw,119,,
POINT (120.9842365 14.5996205),14.5996205,120.9842365,Roosevelt Ave. - TM Kalaw,119,,
POINT (120.9841747 14.5992919),14.5992919,120.9841747,Roosevelt Ave. - TM Kalaw,119,,
POINT (120.9805229 14.5946243),14.5946243,120.9805229,Roosevelt Ave. - TM Kalaw,119,,
POINT (120.9823395 14.5864145),14.5864145,120.9823395,Roosevelt Ave. - TM Kalaw,119,,
POINT (120.9827562 14.5828855),14.5828855,120.9827562,Roosevelt Ave. - TM Kalaw,119,,
POINT (120.9982274 14.6207087),14.6207087,120.9982274,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9969825 14.6195743),14.6195743,120.9969825,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9949422 14.6177313),14.6177313,120.9949422,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9928911 14.6158614),14.6158614,120.9928911,Dapitan - Libertad (via L Guinto),120,,
POINT (120.99095 14.6140936),14.6140936,120.99095,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9894545 14.6127425),14.6127425,120.9894545,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9870233 14.6105204),14.6105204,120.9870233,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9860596 14.6092243),14.6092243,120.9860596,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9857737 14.6070516),14.6070516,120.9857737,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9842387 14.5996224),14.5996224,120.9842387,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9789174 14.5937889),14.5937889,120.9789174,Dapitan - Libertad (via L Guinto),120,,
POINT (120.980877 14.5897301),14.5897301,120.980877,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9836273 14.5841717),14.5841717,120.9836273,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9861708 14.5796716),14.5796716,120.9861708,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9880657 14.5763528),14.5763528,120.9880657,Dapitan - Libertad (via L Guinto),120,,
POINT (120.989036 14.5746626),14.5746626,120.989036,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9886103 14.5697699),14.5697699,120.9886103,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9868314 14.568906),14.568906,120.9868314,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9882464 14.5663752),14.5663752,120.9882464,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9911621 14.5630242),14.5630242,120.9911621,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9908648 14.5566347),14.5566347,120.9908648,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9919377 14.5532431),14.5532431,120.9919377,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9996209 14.6219859),14.6219859,120.9996209,Dapitan - Libertad (via L Guinto),120,,
POINT (120.9743909 14.6063189),14.6063189,120.9743909,Divisoria - Retiro via Jose Abad Santos,121,,
POINT (120.9747174 14.6082669),14.6082669,120.9747174,Divisoria - Retiro via Jose Abad Santos,121,,
POINT (120.9756532 14.608293),14.608293,120.9756532,Divisoria - Retiro via Jose Abad Santos,121,,
POINT (120.9762777 14.6117722),14.6117722,120.9762777,Divisoria - Retiro via Jose Abad Santos,121,,
POINT (120.9764189 14.6125237),14.6125237,120.9764189,Divisoria - Retiro via Jose Abad Santos,121,,
POINT (120.9808428 14.6110403),14.6110403,120.9808428,Divisoria - Retiro via Jose Abad Santos,121,,
POINT (120.9833941 14.6120903),14.6120903,120.9833941,Divisoria - Retiro via Jose Abad Santos,121,,
POINT (120.9835796 14.6142831),14.6142831,120.9835796,Divisoria - Retiro via Jose Abad Santos,121,,
POINT (120.9837287 14.6163479),14.6163479,120.9837287,Divisoria - Retiro via Jose Abad Santos,121,,
POINT (120.9838089 14.617998),14.617998,120.9838089,Divisoria - Retiro via Jose Abad Santos,121,,
POINT (120.9838552 14.6205565),14.6205565,120.9838552,Divisoria - Retiro via Jose Abad Santos,121,,
POINT (120.9848842 14.6223285),14.6223285,120.9848842,Divisoria - Retiro via Jose Abad Santos,121,,
POINT (120.9892257 14.623946),14.623946,120.9892257,Divisoria - Retiro via Jose Abad Santos,121,,
POINT (120.9754169 14.6364192),14.6364192,120.9754169,Divisoria - Sangandaan via Maypajo,122,,
POINT (120.9749906 14.6341138),14.6341138,120.9749906,Divisoria - Sangandaan via Maypajo,122,,
POINT (120.9747211 14.6328282),14.6328282,120.9747211,Divisoria - Sangandaan via Maypajo,122,,
POINT (120.9743514 14.630938),14.630938,120.9743514,Divisoria - Sangandaan via Maypajo,122,,
POINT (120.9736205 14.6277342),14.6277342,120.9736205,Divisoria - Sangandaan via Maypajo,122,,
POINT (120.9733142 14.6265137),14.6265137,120.9733142,Divisoria - Sangandaan via Maypajo,122,,
POINT (120.9730201 14.6253032),14.6253032,120.9730201,Divisoria - Sangandaan via Maypajo,122,,
POINT (120.9721784 14.6219849),14.6219849,120.9721784,Divisoria - Sangandaan via Maypajo,122,,
POINT (120.9699496 14.6159293),14.6159293,120.9699496,Divisoria - Sangandaan via Maypajo,122,,
POINT (120.971642 14.6076501),14.6076501,120.971642,Divisoria - Sangandaan via Maypajo,122,,
POINT (120.9706809 14.6059419),14.6059419,120.9706809,Divisoria - Sangandaan via Maypajo,122,,
POINT (120.9692063 14.6080585),14.6080585,120.9692063,Divisoria - Sangandaan via Maypajo,122,,
