WKT,Longitude,Latitude,Route Name,Route Number
POINT (121.018587182169 14.6543535194089),121.0185872,14.65435352,"Munoz-Vito Cruz via Sta Cruz, Mabini",63
POINT (121.01892956265 14.6556094789601),121.0189296,14.65560948,"Munoz-Vito Cruz via Sta Cruz, Mabini",63
POINT (120.986096319708 14.6238367197085),120.9860963,14.62383672,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.987777119708 14.6225224197085),120.9877771,14.62252242,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.987717069708 14.6190365),120.9877171,14.6190365,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.98899395571 14.6191102981606),120.988994,14.6191103,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.9850394 14.5996872),120.9850394,14.5996872,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.9861981 14.6109975),120.9861981,14.6109975,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.98758607685 14.612908420948),120.9875861,14.61290842,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.9847642 14.6045196),120.9847642,14.6045196,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.9847642 14.6045196),120.9847642,14.6045196,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.984589719708 14.6058021197085),120.9845897,14.60580212,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.9833302 14.5972897),120.9833302,14.5972897,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.9833302 14.5972897),120.9833302,14.5972897,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.980809919708 14.5942531697085),120.9808099,14.59425317,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.9750843 14.5826472),120.9750843,14.5826472,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.979333819708 14.5885644197085),120.9793338,14.58856442,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.985831089658 14.5802726007066),120.9858311,14.5802726,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.981309219708 14.5848864197085),120.9813092,14.58488642,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.982639919708 14.5822017197085),120.9826399,14.58220172,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.985831089658 14.5802726007066),120.9858311,14.5802726,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.984698219708 14.5785440197085),120.9846982,14.57854402,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.986108438029 14.5799278635794),120.9861084,14.57992786,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.985831089658 14.5802726007066),120.9858311,14.5802726,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.990245719708 14.5690648197085),120.9902457,14.56906482,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.990245719708 14.5690648197085),120.9902457,14.56906482,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.985831089658 14.5802726007066),120.9858311,14.5802726,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.985831089658 14.5802726007066),120.9858311,14.5802726,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.995841819708 14.5528582197085),120.9958418,14.55285822,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.996775519708 14.5489394197085),120.9967755,14.54893942,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Blumentritt-Pasay Rotonda via L Guinto & Quiapo,64
POINT (120.982991822162 14.6242797478968),120.9829918,14.62427975,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.982932769636 14.6226629885157),120.9829328,14.62266299,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.981893326606 14.6038154045495),120.9818933,14.6038154,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.982902526373 14.6227706078599),120.9829025,14.62277061,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.981209619708 14.6110566697085),120.9812096,14.61105667,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.980961269708 14.6130269197085),120.9809613,14.61302692,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.9790281 14.5988986),120.9790281,14.5988986,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.9790281 14.5988986),120.9790281,14.5988986,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.982768019708 14.5981755197085),120.982768,14.59817552,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.982768019708 14.5981755197085),120.982768,14.59817552,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.980968669708 14.6024989197085),120.9809687,14.60249892,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.9790281 14.5988986),120.9790281,14.5988986,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.979333119708 14.5989416197085),120.9793331,14.59894162,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.978843119708 14.5980915697085),120.9788431,14.59809157,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.9750843 14.5826472),120.9750843,14.5826472,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.979333819708 14.5885644197085),120.9793338,14.58856442,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.985831089658 14.5802726007066),120.9858311,14.5802726,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.981309219708 14.5848864197085),120.9813092,14.58488642,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.982639919708 14.5822017197085),120.9826399,14.58220172,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.985831089658 14.5802726007066),120.9858311,14.5802726,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.984698219708 14.5785440197085),120.9846982,14.57854402,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.986108438029 14.5799278635794),120.9861084,14.57992786,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.985831089658 14.5802726007066),120.9858311,14.5802726,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.990245719708 14.5690648197085),120.9902457,14.56906482,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.990245719708 14.5690648197085),120.9902457,14.56906482,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.985831089658 14.5802726007066),120.9858311,14.5802726,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.985831089658 14.5802726007066),120.9858311,14.5802726,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.995841819708 14.5528582197085),120.9958418,14.55285822,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.996775519708 14.5489394197085),120.9967755,14.54893942,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Blumentritt-Pasay Rotonda via L Guinto & Sta Cruz,65
POINT (120.991301105769 14.5101249),120.9913011,14.5101249,Baclaran-Divisoria via L Guinto,66
POINT (120.9859133 14.5058738999999),120.9859133,14.5058739,Baclaran-Divisoria via L Guinto,66
POINT (120.999270819708 14.5362961197085),120.9992708,14.53629612,Baclaran-Divisoria via L Guinto,66
POINT (120.999904919708 14.5374856),120.9999049,14.5374856,Baclaran-Divisoria via L Guinto,66
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Baclaran-Divisoria via L Guinto,66
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Baclaran-Divisoria via L Guinto,66
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Baclaran-Divisoria via L Guinto,66
POINT (120.996775519708 14.5489394197085),120.9967755,14.54893942,Baclaran-Divisoria via L Guinto,66
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Baclaran-Divisoria via L Guinto,66
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Baclaran-Divisoria via L Guinto,66
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Baclaran-Divisoria via L Guinto,66
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,Baclaran-Divisoria via L Guinto,66
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,Baclaran-Divisoria via L Guinto,66
POINT (120.990245719708 14.5690648197085),120.9902457,14.56906482,Baclaran-Divisoria via L Guinto,66
POINT (120.990245719708 14.5690648197085),120.9902457,14.56906482,Baclaran-Divisoria via L Guinto,66
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,Baclaran-Divisoria via L Guinto,66
POINT (120.987760069708 14.5734127197084),120.9877601,14.57341272,Baclaran-Divisoria via L Guinto,66
POINT (120.998240712039 14.5787435948815),120.9982407,14.57874359,Baclaran-Divisoria via L Guinto,66
POINT (120.987059919708 14.5763922197085),120.9870599,14.57639222,Baclaran-Divisoria via L Guinto,66
POINT (120.9861981 14.5628423),120.9861981,14.5628423,Baclaran-Divisoria via L Guinto,66
POINT (120.984698219708 14.5785440197085),120.9846982,14.57854402,Baclaran-Divisoria via L Guinto,66
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,Baclaran-Divisoria via L Guinto,66
POINT (120.982639919708 14.5822017197085),120.9826399,14.58220172,Baclaran-Divisoria via L Guinto,66
POINT (120.981309219708 14.5848864197085),120.9813092,14.58488642,Baclaran-Divisoria via L Guinto,66
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,Baclaran-Divisoria via L Guinto,66
POINT (120.979333819708 14.5885644197085),120.9793338,14.58856442,Baclaran-Divisoria via L Guinto,66
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,Baclaran-Divisoria via L Guinto,66
POINT (120.974719119708 14.5946816197085),120.9747191,14.59468162,Baclaran-Divisoria via L Guinto,66
POINT (120.9711405 14.5959313),120.9711405,14.5959313,Baclaran-Divisoria via L Guinto,66
POINT (120.9732917 14.5963988),120.9732917,14.5963988,Baclaran-Divisoria via L Guinto,66
POINT (120.9675551 14.5958568),120.9675551,14.5958568,Baclaran-Divisoria via L Guinto,66
POINT (120.991027624503 14.5105634079416),120.9910276,14.51056341,Baclaran-Dapitan via L Guinto,67
POINT (120.9926509 14.5353051697085),120.9926509,14.53530517,Baclaran-Dapitan via L Guinto,67
POINT (120.9926509 14.5353051697085),120.9926509,14.53530517,Baclaran-Dapitan via L Guinto,67
POINT (120.994380419708 14.5364846197085),120.9943804,14.53648462,Baclaran-Dapitan via L Guinto,67
POINT (120.994034419708 14.5382815197085),120.9940344,14.53828152,Baclaran-Dapitan via L Guinto,67
POINT (120.9893366 14.5322762999999),120.9893366,14.5322763,Baclaran-Dapitan via L Guinto,67
POINT (120.9893366 14.5322762999999),120.9893366,14.5322763,Baclaran-Dapitan via L Guinto,67
POINT (120.992524819708 14.5447893197085),120.9925248,14.54478932,Baclaran-Dapitan via L Guinto,67
POINT (120.9893366 14.5322762999999),120.9893366,14.5322763,Baclaran-Dapitan via L Guinto,67
POINT (120.9861736 14.5513443999999),120.9861736,14.5513444,Baclaran-Dapitan via L Guinto,67
POINT (120.989496419708 14.5553593197085),120.9894964,14.55535932,Baclaran-Dapitan via L Guinto,67
POINT (120.987150020861 14.5644979924605),120.98715,14.56449799,Baclaran-Dapitan via L Guinto,67
POINT (120.984859619708 14.5635902197085),120.9848596,14.56359022,Baclaran-Dapitan via L Guinto,67
POINT (120.984460253269 14.5707332382114),120.9844603,14.57073324,Baclaran-Dapitan via L Guinto,67
POINT (120.986141653122 14.5649187619732),120.9861417,14.56491876,Baclaran-Dapitan via L Guinto,67
POINT (120.984460253269 14.5707332382114),120.9844603,14.57073324,Baclaran-Dapitan via L Guinto,67
POINT (120.986141653122 14.5649187619732),120.9861417,14.56491876,Baclaran-Dapitan via L Guinto,67
POINT (120.984460253269 14.5707332382114),120.9844603,14.57073324,Baclaran-Dapitan via L Guinto,67
POINT (120.986141653122 14.5649187619732),120.9861417,14.56491876,Baclaran-Dapitan via L Guinto,67
POINT (120.980557019708 14.5747609197085),120.980557,14.57476092,Baclaran-Dapitan via L Guinto,67
POINT (120.979215369708 14.5786881697085),120.9792154,14.57868817,Baclaran-Dapitan via L Guinto,67
POINT (120.9851227 14.5694926),120.9851227,14.5694926,Baclaran-Dapitan via L Guinto,67
POINT (120.977382769708 14.5841114697085),120.9773828,14.58411147,Baclaran-Dapitan via L Guinto,67
POINT (120.9750843 14.5826472),120.9750843,14.5826472,Baclaran-Dapitan via L Guinto,67
POINT (120.979333819708 14.5885644197085),120.9793338,14.58856442,Baclaran-Dapitan via L Guinto,67
POINT (120.985831089658 14.5802726007066),120.9858311,14.5802726,Baclaran-Dapitan via L Guinto,67
POINT (120.974719119708 14.5946816197085),120.9747191,14.59468162,Baclaran-Dapitan via L Guinto,67
POINT (120.973386674037 14.5997710582398),120.9733867,14.59977106,Baclaran-Dapitan via L Guinto,67
POINT (120.9732917 14.5963988),120.9732917,14.5963988,Baclaran-Dapitan via L Guinto,67
POINT (120.9675551 14.5958568),120.9675551,14.5958568,Baclaran-Dapitan via L Guinto,67
POINT (120.991027624503 14.5105634079416),120.9910276,14.51056341,Baclaran-Dapitan via Mabini,68
POINT (120.9926509 14.5353051697085),120.9926509,14.53530517,Baclaran-Dapitan via Mabini,68
POINT (120.9926509 14.5353051697085),120.9926509,14.53530517,Baclaran-Dapitan via Mabini,68
POINT (120.994380419708 14.5364846197085),120.9943804,14.53648462,Baclaran-Dapitan via Mabini,68
POINT (120.994034419708 14.5382815197085),120.9940344,14.53828152,Baclaran-Dapitan via Mabini,68
POINT (120.9893366 14.5322762999999),120.9893366,14.5322763,Baclaran-Dapitan via Mabini,68
POINT (120.9893366 14.5322762999999),120.9893366,14.5322763,Baclaran-Dapitan via Mabini,68
POINT (120.992524819708 14.5447893197085),120.9925248,14.54478932,Baclaran-Dapitan via Mabini,68
POINT (120.9893366 14.5322762999999),120.9893366,14.5322763,Baclaran-Dapitan via Mabini,68
POINT (120.9861736 14.5513443999999),120.9861736,14.5513444,Baclaran-Dapitan via Mabini,68
POINT (120.9861736 14.5513443999999),120.9861736,14.5513444,Baclaran-Dapitan via Mabini,68
POINT (120.989496419708 14.5553593197085),120.9894964,14.55535932,Baclaran-Dapitan via Mabini,68
POINT (120.990241119708 14.5688455197085),120.9902411,14.56884552,Baclaran-Dapitan via Mabini,68
POINT (120.987150020861 14.5644979924605),120.98715,14.56449799,Baclaran-Dapitan via Mabini,68
POINT (120.984859619708 14.5635902197085),120.9848596,14.56359022,Baclaran-Dapitan via Mabini,68
POINT (120.984460253269 14.5707332382114),120.9844603,14.57073324,Baclaran-Dapitan via Mabini,68
POINT (120.986141653122 14.5649187619732),120.9861417,14.56491876,Baclaran-Dapitan via Mabini,68
POINT (120.984460253269 14.5707332382114),120.9844603,14.57073324,Baclaran-Dapitan via Mabini,68
POINT (120.986141653122 14.5649187619732),120.9861417,14.56491876,Baclaran-Dapitan via Mabini,68
POINT (120.984460253269 14.5707332382114),120.9844603,14.57073324,Baclaran-Dapitan via Mabini,68
POINT (120.986141653122 14.5649187619732),120.9861417,14.56491876,Baclaran-Dapitan via Mabini,68
POINT (120.980557019708 14.5747609197085),120.980557,14.57476092,Baclaran-Dapitan via Mabini,68
POINT (120.979215369708 14.5786881697085),120.9792154,14.57868817,Baclaran-Dapitan via Mabini,68
POINT (120.9782401 14.5804762),120.9782401,14.5804762,Baclaran-Dapitan via Mabini,68
POINT (120.9851227 14.5694926),120.9851227,14.5694926,Baclaran-Dapitan via Mabini,68
POINT (120.977382769708 14.5841114697085),120.9773828,14.58411147,Baclaran-Dapitan via Mabini,68
POINT (120.979333819708 14.5885644197085),120.9793338,14.58856442,Baclaran-Dapitan via Mabini,68
POINT (120.985831089658 14.5802726007066),120.9858311,14.5802726,Baclaran-Dapitan via Mabini,68
POINT (120.9750843 14.5826472),120.9750843,14.5826472,Baclaran-Dapitan via Mabini,68
POINT (120.9833302 14.5972897),120.9833302,14.5972897,Baclaran-Dapitan via Mabini,68
POINT (120.984589719708 14.6058021197085),120.9845897,14.60580212,Baclaran-Dapitan via Mabini,68
POINT (120.9847642 14.6045196),120.9847642,14.6045196,Baclaran-Dapitan via Mabini,68
POINT (120.98758607685 14.612908420948),120.9875861,14.61290842,Baclaran-Dapitan via Mabini,68
POINT (120.9861981 14.6109975),120.9861981,14.6109975,Baclaran-Dapitan via Mabini,68
POINT (120.9961558 14.6208207999999),120.9961558,14.6208208,Baclaran-Dapitan via Mabini,68
POINT (120.996047843488 14.6136792197369),120.9960478,14.61367922,Baclaran-Dapitan via Mabini,68
POINT (120.9961558 14.6208207999999),120.9961558,14.6208208,Baclaran-Dapitan via Mabini,68
POINT (120.994806819708 14.6194718197085),120.9948068,14.61947182,Baclaran-Dapitan via Mabini,68
POINT (120.996430919708 14.6209582197085),120.9964309,14.62095822,Baclaran-Dapitan via Mabini,68
POINT (120.991027624503 14.5105634079416),120.9910276,14.51056341,Baclaran-Divisoria via Mabini,69
POINT (120.9926509 14.5353051697085),120.9926509,14.53530517,Baclaran-Divisoria via Mabini,69
POINT (120.9926509 14.5353051697085),120.9926509,14.53530517,Baclaran-Divisoria via Mabini,69
POINT (120.994380419708 14.5364846197085),120.9943804,14.53648462,Baclaran-Divisoria via Mabini,69
POINT (120.994034419708 14.5382815197085),120.9940344,14.53828152,Baclaran-Divisoria via Mabini,69
POINT (120.9893366 14.5322762999999),120.9893366,14.5322763,Baclaran-Divisoria via Mabini,69
POINT (120.9893366 14.5322762999999),120.9893366,14.5322763,Baclaran-Divisoria via Mabini,69
POINT (120.992524819708 14.5447893197085),120.9925248,14.54478932,Baclaran-Divisoria via Mabini,69
POINT (120.9893366 14.5322762999999),120.9893366,14.5322763,Baclaran-Divisoria via Mabini,69
POINT (120.9861736 14.5513443999999),120.9861736,14.5513444,Baclaran-Divisoria via Mabini,69
POINT (120.989496419708 14.5553593197085),120.9894964,14.55535932,Baclaran-Divisoria via Mabini,69
POINT (120.987150020861 14.5644979924605),120.98715,14.56449799,Baclaran-Divisoria via Mabini,69
POINT (120.984859619708 14.5635902197085),120.9848596,14.56359022,Baclaran-Divisoria via Mabini,69
POINT (120.984460253269 14.5707332382114),120.9844603,14.57073324,Baclaran-Divisoria via Mabini,69
POINT (120.986141653122 14.5649187619732),120.9861417,14.56491876,Baclaran-Divisoria via Mabini,69
POINT (120.984460253269 14.5707332382114),120.9844603,14.57073324,Baclaran-Divisoria via Mabini,69
POINT (120.986141653122 14.5649187619732),120.9861417,14.56491876,Baclaran-Divisoria via Mabini,69
POINT (120.984460253269 14.5707332382114),120.9844603,14.57073324,Baclaran-Divisoria via Mabini,69
POINT (120.986141653122 14.5649187619732),120.9861417,14.56491876,Baclaran-Divisoria via Mabini,69
POINT (120.980557019708 14.5747609197085),120.980557,14.57476092,Baclaran-Divisoria via Mabini,69
POINT (120.979215369708 14.5786881697085),120.9792154,14.57868817,Baclaran-Divisoria via Mabini,69
POINT (120.9851227 14.5694926),120.9851227,14.5694926,Baclaran-Divisoria via Mabini,69
POINT (120.977382769708 14.5841114697085),120.9773828,14.58411147,Baclaran-Divisoria via Mabini,69
POINT (120.9750843 14.5826472),120.9750843,14.5826472,Baclaran-Divisoria via Mabini,69
POINT (120.979333819708 14.5885644197085),120.9793338,14.58856442,Baclaran-Divisoria via Mabini,69
POINT (120.985831089658 14.5802726007066),120.9858311,14.5802726,Baclaran-Divisoria via Mabini,69
POINT (120.974719119708 14.5946816197085),120.9747191,14.59468162,Baclaran-Divisoria via Mabini,69
POINT (120.973386674037 14.5997710582398),120.9733867,14.59977106,Baclaran-Divisoria via Mabini,69
POINT (120.9732917 14.5963988),120.9732917,14.5963988,Baclaran-Divisoria via Mabini,69
POINT (120.9675551 14.5958568),120.9675551,14.5958568,Baclaran-Divisoria via Mabini,69
POINT (121.002505669708 14.6135162197085),121.0025057,14.61351622,Baclaran-Quezon Institute via L Guinto,70
POINT (120.9957848 14.6144637999999),120.9957848,14.6144638,Baclaran-Quezon Institute via L Guinto,70
POINT (121.001509019708 14.6176327197085),121.001509,14.61763272,Baclaran-Quezon Institute via L Guinto,70
POINT (120.9880394 14.6052594999999),120.9880394,14.6052595,Baclaran-Quezon Institute via L Guinto,70
POINT (120.997235619708 14.6135330197085),120.9972356,14.61353302,Baclaran-Quezon Institute via L Guinto,70
POINT (120.9880394 14.6052594999999),120.9880394,14.6052595,Baclaran-Quezon Institute via L Guinto,70
POINT (120.9880394 14.6052594999999),120.9880394,14.6052595,Baclaran-Quezon Institute via L Guinto,70
POINT (120.991986119708 14.6098287197085),120.9919861,14.60982872,Baclaran-Quezon Institute via L Guinto,70
POINT (120.991359019708 14.6080435197085),120.991359,14.60804352,Baclaran-Quezon Institute via L Guinto,70
POINT (120.988143669708 14.6088467197085),120.9881437,14.60884672,Baclaran-Quezon Institute via L Guinto,70
POINT (120.988143669708 14.6088467197085),120.9881437,14.60884672,Baclaran-Quezon Institute via L Guinto,70
POINT (120.986690419708 14.6039105197085),120.9866904,14.60391052,Baclaran-Quezon Institute via L Guinto,70
POINT (120.9833302 14.5972897),120.9833302,14.5972897,Baclaran-Quezon Institute via L Guinto,70
POINT (120.9833302 14.5972897),120.9833302,14.5972897,Baclaran-Quezon Institute via L Guinto,70
POINT (120.980809919708 14.5942531697085),120.9808099,14.59425317,Baclaran-Quezon Institute via L Guinto,70
POINT (120.9750843 14.5826472),120.9750843,14.5826472,Baclaran-Quezon Institute via L Guinto,70
POINT (120.979333819708 14.5885644197085),120.9793338,14.58856442,Baclaran-Quezon Institute via L Guinto,70
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,Baclaran-Quezon Institute via L Guinto,70
POINT (120.981309219708 14.5848864197085),120.9813092,14.58488642,Baclaran-Quezon Institute via L Guinto,70
POINT (120.982639919708 14.5822017197085),120.9826399,14.58220172,Baclaran-Quezon Institute via L Guinto,70
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,Baclaran-Quezon Institute via L Guinto,70
POINT (120.984698219708 14.5785440197085),120.9846982,14.57854402,Baclaran-Quezon Institute via L Guinto,70
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,Baclaran-Quezon Institute via L Guinto,70
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,Baclaran-Quezon Institute via L Guinto,70
POINT (120.990245719708 14.5690648197085),120.9902457,14.56906482,Baclaran-Quezon Institute via L Guinto,70
POINT (120.990245719708 14.5690648197085),120.9902457,14.56906482,Baclaran-Quezon Institute via L Guinto,70
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,Baclaran-Quezon Institute via L Guinto,70
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,Baclaran-Quezon Institute via L Guinto,70
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Baclaran-Quezon Institute via L Guinto,70
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Baclaran-Quezon Institute via L Guinto,70
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Baclaran-Quezon Institute via L Guinto,70
POINT (120.996775519708 14.5489394197085),120.9967755,14.54893942,Baclaran-Quezon Institute via L Guinto,70
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Baclaran-Quezon Institute via L Guinto,70
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Baclaran-Quezon Institute via L Guinto,70
POINT (121.000282922358 14.5406295271004),121.0002829,14.54062953,Baclaran-Quezon Institute via L Guinto,70
POINT (121.000814271545 14.5378133365775),121.0008143,14.53781334,Baclaran-Quezon Institute via L Guinto,70
POINT (120.9962356 14.5348332),120.9962356,14.5348332,Baclaran-Quezon Institute via L Guinto,70
POINT (120.994380419708 14.5364846197085),120.9943804,14.53648462,Baclaran-Quezon Institute via L Guinto,70
POINT (120.9893366 14.5322762999999),120.9893366,14.5322763,Baclaran-Quezon Institute via L Guinto,70
POINT (120.995089919708 14.5327096197085),120.9950899,14.53270962,Baclaran-Quezon Institute via L Guinto,70
POINT (120.995374819708 14.5310457197085),120.9953748,14.53104572,Baclaran-Quezon Institute via L Guinto,70
POINT (120.989055832817 14.5717955341688),120.9890558,14.57179553,Frisco-Remedios,71
POINT (120.990858362461 14.5733914973205),120.9908584,14.5733915,Frisco-Remedios,71
POINT (120.989194928842 14.5762899553696),120.9891949,14.57628996,Frisco-Remedios,71
POINT (120.987450642887 14.5790188875723),120.9874506,14.57901889,Frisco-Remedios,71
POINT (120.986042319459 14.5802393907867),120.9860423,14.58023939,Frisco-Remedios,71
POINT (120.984997445897 14.5821185089721),120.9849974,14.58211851,Frisco-Remedios,71
POINT (120.983731292301 14.5842208004563),120.9837313,14.5842208,Frisco-Remedios,71
POINT (120.982849632487 14.5858793335091),120.9828496,14.58587933,Frisco-Remedios,71
POINT (120.982407404791 14.5867031843539),120.9824074,14.58670318,Frisco-Remedios,71
POINT (120.981002658545 14.5897960905725),120.9810027,14.58979609,Frisco-Remedios,71
POINT (120.980726266235 14.5906413250645),120.9807263,14.59064133,Frisco-Remedios,71
POINT (120.98019983728 14.5930465058001),120.9801998,14.59304651,Frisco-Remedios,71
POINT (120.980262928108 14.5957094034119),120.9802629,14.5957094,Frisco-Remedios,71
POINT (120.981382076705 14.5989978588688),120.9813821,14.59899786,Frisco-Remedios,71
POINT (120.981779746868 14.6015331953604),120.9817797,14.6015332,Frisco-Remedios,71
POINT (120.981964781344 14.6033480604573),120.9819648,14.60334806,Frisco-Remedios,71
POINT (120.982091638017 14.6054307100642),120.9820916,14.60543071,Frisco-Remedios,71
POINT (120.982265526348 14.6075100664677),120.9822655,14.60751007,Frisco-Remedios,71
POINT (120.982546399234 14.6111321760552),120.9825464,14.61113218,Frisco-Remedios,71
POINT (120.982730517373 14.6140573862438),120.9827305,14.61405739,Frisco-Remedios,71
POINT (120.982804198106 14.6163488937185),120.9828042,14.61634889,Frisco-Remedios,71
